-388.8888888888889,-166.66666666666663,-166.66666666666663,139.86,51.25,down
-388.8888888888889,-166.66666666666663,-55.55555555555554,137.52,62.14,down
-388.8888888888889,-166.66666666666663,55.55555555555554,125.64,80.05,down
-388.8888888888889,-166.66666666666663,166.66666666666674,107.52,108.72,up
-388.8888888888889,-55.55555555555554,-166.66666666666663,146.02,40.97,down
-388.8888888888889,-55.55555555555554,-55.55555555555554,142.17,53.68,down
-388.8888888888889,-55.55555555555554,55.55555555555554,129.39,72.31,down
-388.8888888888889,-55.55555555555554,166.66666666666674,110.7,96.14,down
-388.8888888888889,55.55555555555554,-166.66666666666663,142.65,38.38,down
-388.8888888888889,55.55555555555554,-55.55555555555554,139.59,51.59,down
-388.8888888888889,55.55555555555554,55.55555555555554,127.28,70.6,down
-388.8888888888889,55.55555555555554,166.66666666666674,108.94,94.18,down
-388.8888888888889,166.66666666666674,-166.66666666666663,125.52,42.99,down
-388.8888888888889,166.66666666666674,-55.55555555555554,129.1,55.3,down
-388.8888888888889,166.66666666666674,55.55555555555554,118.75,73.75,down
-388.8888888888889,166.66666666666674,166.66666666666674,101.27,97.92,down
-277.77777777777777,-277.77777777777777,-166.66666666666663,152.5,46.26,down
-277.77777777777777,-277.77777777777777,-55.55555555555554,147.39,58.0,down
-277.77777777777777,-277.77777777777777,55.55555555555554,133.56,76.14,down
-277.77777777777777,-277.77777777777777,166.66666666666674,113.96,101.22,down
-277.77777777777777,-166.66666666666663,-277.77777777777777,100000,100000,down
-277.77777777777777,-166.66666666666663,-166.66666666666663,167.1,29.2,down
-277.77777777777777,-166.66666666666663,-55.55555555555554,159.88,44.41,down
-277.77777777777777,-166.66666666666663,55.55555555555554,143.01,65.09,down
-277.77777777777777,-166.66666666666663,166.66666666666674,120.26,88.8,down
-277.77777777777777,-166.66666666666663,277.7777777777778,95.71,119.13,up
-277.77777777777777,-55.55555555555554,-277.77777777777777,100000,100000,up
-277.77777777777777,-55.55555555555554,-166.66666666666663,173.34,18.56,down
-277.77777777777777,-55.55555555555554,-55.55555555555554,165.37,36.67,down
-277.77777777777777,-55.55555555555554,55.55555555555554,146.88,60.39,down
-277.77777777777777,-55.55555555555554,166.66666666666674,122.22,85.32,down
-277.77777777777777,-55.55555555555554,277.7777777777778,96.77,112.2,up
-277.77777777777777,55.55555555555554,-277.77777777777777,100000,100000,up
-277.77777777777777,55.55555555555554,-166.66666666666663,169.76,15.48,down
-277.77777777777777,55.55555555555554,-55.55555555555554,162.2,34.53,down
-277.77777777777777,55.55555555555554,55.55555555555554,144.65,59.35,down
-277.77777777777777,55.55555555555554,166.66666666666674,121.18,84.75,down
-277.77777777777777,55.55555555555554,277.7777777777778,96.27,111.28,up
-277.77777777777777,166.66666666666674,-277.77777777777777,100000,100000,up
-277.77777777777777,166.66666666666674,-166.66666666666663,157.38,20.9,down
-277.77777777777777,166.66666666666674,-55.55555555555554,151.51,38.27,down
-277.77777777777777,166.66666666666674,55.55555555555554,136.73,61.24,down
-277.77777777777777,166.66666666666674,166.66666666666674,116.28,85.86,down
-277.77777777777777,166.66666666666674,277.7777777777778,92.74,113.15,up
-277.77777777777777,277.7777777777778,-166.66666666666663,135.0,33.23,down
-277.77777777777777,277.7777777777778,-55.55555555555554,134.21,47.52,down
-277.77777777777777,277.7777777777778,55.55555555555554,122.91,67.38,down
-277.77777777777777,277.7777777777778,166.66666666666674,105.14,90.85,down
-166.66666666666663,-388.8888888888889,-166.66666666666663,146.74,57.71,down
-166.66666666666663,-388.8888888888889,-55.55555555555554,142.76,67.38,down
-166.66666666666663,-388.8888888888889,55.55555555555554,129.89,85.43,down
-166.66666666666663,-388.8888888888889,166.66666666666674,111.1,100000,up
-166.66666666666663,-277.77777777777777,-277.77777777777777,100000,100000,up
-166.66666666666663,-277.77777777777777,-166.66666666666663,170.52,31.79,down
-166.66666666666663,-277.77777777777777,-55.55555555555554,162.92,46.39,down
-166.66666666666663,-277.77777777777777,55.55555555555554,145.17,66.55,down
-166.66666666666663,-277.77777777777777,166.66666666666674,121.38,90.11,down
-166.66666666666663,-277.77777777777777,277.7777777777778,96.39,122.87,up
-166.66666666666663,-166.66666666666663,-388.8888888888889,100000,100000,up
-166.66666666666663,-166.66666666666663,-277.77777777777777,100000,100000,up
-166.66666666666663,-166.66666666666663,-166.66666666666663,189.15,12.89,down
-166.66666666666663,-166.66666666666663,-55.55555555555554,180.18,32.82,down
-166.66666666666663,-166.66666666666663,55.55555555555554,156.15,58.68,down
-166.66666666666663,-166.66666666666663,166.66666666666674,124.71,84.53,down
-166.66666666666663,-166.66666666666663,277.7777777777778,96.45,110.76,up
-166.66666666666663,-166.66666666666663,388.8888888888889,71.05,100000,up
-166.66666666666663,-55.55555555555554,-388.8888888888889,100000,100000,up
-166.66666666666663,-55.55555555555554,-277.77777777777777,100000,100000,up
-166.66666666666663,-55.55555555555554,-166.66666666666663,199.26,-3.15,down
-166.66666666666663,-55.55555555555554,-55.55555555555554,190.41,23.6,down
